Description,Label
"This image showcases 8 distinct white regions, primarily structured in a horizontal fashion.",MINOR
"This pattern is composed of 6 separate white zones, suggesting a dense formation.",MINOR
"This sample presents 6 separate non-hot spot sections, creating a horizontal arrangement.",UNCLEAR
"In this image from the solar cell sector, we observe a monocrystalline solar cell exhibiting a defect characterized by a Crack and Inactive region.",CRITICAL
"This sample presents 4 separate non-hot spot sections, creating a horizontal arrangement.",CRITICAL
"Non-hot spots are distributed across 5 distinct areas, showcasing a horizontal alignment.",MINOR
"A pattern of 1 white sections emerges, following a horizontal structure.",CRITICAL
"Aircraft industry's manufacturing, skin of an aircraft. Crack: a visible break or fracture on the surface, indicating potential structural weakness or damage caused by external forces or stress. Superficial cracks on the skin of the aircraft may compromise its integrity, requiring immediate attention and repair to ensure safe operation.",CRITICAL
"1. The image provided for steel pipe weld inspection depicts defects, with cracks clearly visible. These linear imperfections can be found either on the surface or within the material, typically originating from stress concentration or residual stress experienced during cooling.",CRITICAL
"In the semiconductor device image, a moderate defect is located in the bottom-left part of the image, spanning from (X1: 57.72, Y1: 314.49) to (X2: 245.76, Y2: 377.77).",CRITICAL
"This baijiu industry (distilled spirits) picture features a cap with noticeable ""scratches and dents"" defects, affecting its overall appearance and functionality. This baijiu bottle cap exhibits signs of ""oxidation and rusting,"" impacting the seal and potentially compromising the quality of the stored liquor.",UNCLEAR
"This baijiu industry (distilled spirits) picture captures a cap with noticeable ""irregular shape"" defect, indicating possible manufacturing flaw.",MAJOR
"A total of 2 identifiable white areas are found in the image, creating a sparse visual effect.",CRITICAL
"The edges are sharp, and the surface is smooth, reflecting exceptional production.",UNCLEAR
"The segmentation identifies 2 isolated white patches, forming a dense composition.",MINOR
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from (X1: 137.77, Y1: 270.38) to (X2: 188.04, Y2: 337.50).",CRITICAL
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from (X1: 102.40, Y1: 184.09) to (X2: 450.56, Y2: 216.69).",CRITICAL
"Aircraft industry: Aircraft paint peeling off: Similar to paint peeling, this indicates areas where the paint has peeled off or worn. Surface paint cracking with mottled peeling and lifting.",MINOR
"3. In the image depicting the inspection of the steel pipe weld, defects are observed, with broken-arc being one of them. This type of defect arises when the welding arc is unexpectedly halted, resulting in discontinuities in the weld and a reduction in the joint's durability.",MAJOR
"This sample features 3 separate non-hot spot areas, structured in a horizontal fashion.",MINOR
"The structure highlights 2 white segments, reinforcing a moderate spatial effect.",UNCLEAR
"This image showcases 2 distinct white regions, primarily structured in a horizontal fashion.",MAJOR
"Positioning analysis suggests 2 separate patches, structured in a horizontal manner.",MAJOR
"A cluster of 5 non-hot spot regions emerges, contributing to a dense arrangement.",CRITICAL
"1. The image displaying the inspection of welds on a steel pipe reveals defects such as broken-arc. Broken-arc refers to a situation where the welding process is disrupted, causing imperfections in the weld and undermining the strength of the connection.",MAJOR
"This image showcases the intricate surface of a gold-plated tungsten-copper alloy heat sink, reflecting a blend of elegance and functionality. Upon closer inspection, minute 'stain' defects subtly mar the otherwise pristine appearance, hinting at potential manufacturing irregularities.",MINOR
"Non-hot spots form 6 unique areas, resulting in a dense visual effect.",MINOR
"The image structure reveals 6 distributed regions, establishing a moderate layout.",UNCLEAR
"A cluster of 5 non-hot spot regions emerges, contributing to a moderate arrangement.",MAJOR
"A cluster of 7 non-hot spot regions emerges, contributing to a dense arrangement.",UNCLEAR
"The image displays a monocrystalline solar cell within the solar cell industry, exhibiting a noticeable crack defect.",CRITICAL
"In the semiconductor device image, a large defect is located in the center-left part of the image, spanning from (X1: 37.24, Y1: 149.57) to (X2: 175.01, Y2: 354.76).",CRITICAL
"Structural Steel Automotive Mechanical Manufacturing. Surface defects such as Crazing manifest as fine networks of cracks irregularly distributed. Inclusions refer to foreign particles or material impurities embedded on the surface, significantly differing in texture from the base material. In hot-rolled strip steel of Structural Steel Automotive Mechanical Manufacturing, foreign substances are pressed into the base material surface, forming streak-like blemishes.",CRITICAL
"The non-hot spot distribution reveals 6 separate regions, leading to a dense texture.",UNCLEAR
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from (X1: 195.49, Y1: 270.38) to (X2: 273.69, Y2: 327.91).",CRITICAL
"This image shows 5 notable non-hot spot sections, showcasing a vertical organization.",UNCLEAR
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 361.19, Y1: 239.70) to (X2: 441.25, Y2: 347.09).",CRITICAL
"In the semiconductor device image, a large defect is located in the center of the image, spanning from (X1: 42.82, Y1: 174.50) to (X2: 437.53, Y2: 370.10).",CRITICAL
"Positioning analysis suggests 4 separate patches, structured in a horizontal manner.",MINOR
"The extracted pattern showcases 6 separate white regions, forming a dense effect.",CRITICAL
"A moderate number of hotspots, possibly aligned along the X or Y axis, indicating localized metal layer density issues. Hotspots are relatively large (>50nm), requiring additional Optical Proximity Correction (OPC) adjustments. Total hotspot area exceeds 5000nm², which could affect lithography imaging quality and overall manufacturing yield. Hotspots are randomly distributed without clear patterns, indicating scattered defect points. Hotspot orientation is random, likely related to process errors or etching deviations. These hotspots may be caused by lithography resolution limits, particularly in 193nm Deep Ultraviolet (DUV) lithography technology. Variations in photoresist thickness could exacerbate exposure deviations in some hotspot areas, leading to non-uniform imaging effects.",CRITICAL
