Description,Label
"Structural Steel Automotive Mechanical Manufacturing. Crazing is the formation of a fine network of cracks on the surface, often irregularly distributed. Scratches are linear marks of varying depth on the surface, affecting overall smoothness. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing may exhibit fine and shallow longitudinal scratch marks that are less conspicuous.",MINOR
"Aircraft industry's aircraft fuselage. Scratches: Surface abrasions, potentially caused by external friction or objects scraping against the fuselage. The intermittent scratches indicate shallow-level damage.",MINOR
"This baijiu industry (distilled spirits) picture captures a cap exhibiting noticeable signs of ""cap deformation,"" presenting a significant flaw in the overall appearance.",MAJOR
"Aircraft industry's aircraft body. Dents: deformations on the surface of the aircraft, typically caused by material being pushed inward due to impacts. Skin wrinkled and twisted with multiple dents from repeated collisions and abrasions.",MAJOR
"Aircraft industry: Aircraft exterior. Paint peeling: Similar to paint chipping, indicating areas where the paint has peeled off or worn away. Surface scratches or friction marks exposing bare metal.",MINOR
"This baijiu industry (distilled spirits) picture showcases a cap with clear signs of ""cap deformation,"" indicating a manufacturing flaw that affects the closure's functionality and aesthetics.",MAJOR
"This image captures a sheet of aluminum displaying a distinct abrasion defect, characterized by a visible marking on the surface.",MINOR
"3. In the image depicting the inspection of the steel pipe weld, flaws like broken-arc are visible. This issue arises when the welding arc is disrupted while welding, resulting in gaps in the weld and compromising the integrity of the joint.",MAJOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Dents result in skin wrinkling, twisting, and multiple depressions from repeated impacts and abrasions.",MAJOR
"Aircraft industry's aircraft body. Dents: deformations on the surface of the aircraft, typically caused by material being pushed inward due to impacts. Dented skin with wrinkles and twists, multiple depressions from repeated collisions and scrapes.",MAJOR
"This image showcases the surface of a gold-plated tungsten-copper alloy heat sink, revealing a lustrous and meticulously crafted exterior. Upon closer inspection, there are minute 'stain' defects dispersed across the surface, subtly marring its otherwise flawless appearance.",MINOR
"This image showcases the surface of a gold-plated tungsten-copper alloy heat sink, where intricate patterns of 'stain' defects are visibly present, adding a unique textured appearance to the alloy's surface. The defects appear as scattered dark spots, creating an intriguing contrast against the golden sheen of the heat sink.",MINOR
"In the aircraft industry, the skin of an aircraft refers to the outer surface that covers a significant portion of its wings and fuselage. It serves as a protective layer and contributes to the aerodynamics of the aircraft. 

Defect: Missing Head - the absence of a fastener or bolt head near the seams of the metal skin, leaving a noticeable void in the screw hole.",MAJOR
"This image captures the intricate details of a gold-plated tungsten-copper alloy heat sink's surface, showcasing its metallic luster and fine craftsmanship. Upon closer inspection, small 'stain' defects mar the otherwise smooth and reflective surface, hinting at imperfections in the manufacturing process.",MINOR
